Project ID,ARB ID,Project Developer,Project Name,Project VVB,Project Type,Voluntary Status,ARB Status,Project Site Location,Project Site State,Project Site Country,Sustainable Development Goal(s),Project Notes,Total Number of Credits Registered ,Documents,Project Website,Unnamed: 16
ACR402,CAMM5402,Perennial CMM LLC,Perennial PRS-1 AMM Flare Project,,Coal Mine Methane,,Listed - Proposed Project,Morgantown,WEST VIRGINIA,US,"Industry, Innovation and Infrastructure;Climate Action",,,View,,
ACR120,,Blue Source,Petrosource Geo-Seq,Ruby Canyon Environment,Carbon Capture & Storage (CCS),Completed,Not ARB Eligible,Crocket County,TEXAS,US,,,2181419.0,View,,
ACR121,,Blue Source,Pike's Peak Geo-Seq,Ruby Canyon Environment,Carbon Capture & Storage (CCS),Completed,Not ARB Eligible,Pecos County,TEXAS,US,,,2866515.0,View,,
ACR540,CAMM5540,Keyrock Environment LLC,Pinnacle Mine Methane Incineration Project,Dillon Consulting Limited,Coal Mine Methane,,Listed - Active ARB Project,Pineville,WEST VIRGINIA,US,"Industry, Innovation and Infrastructure;Climate Action",,15657.0,View,,
ACR580,CAMM5580,Keyrock Environment LLC,Pleasant Hill Abandoned Mine Methane Recovery Project,Dillon Consulting Limited,Coal Mine Methane,,Listed - Active ARB Project,Upshur County,WEST VIRGINIA,US,"Industry, Innovation and Infrastructure;Climate Action",,7471.0,View,,
ACR430,,"The Nature Conservancy, North Carolina Chapter",Pocosin Lakes National Wildlife Refuge Clayton Blocks Pocosin Restoration,"Aster Global Environmental Solutions, Inc.",Wetland Restoration,Listed,Not ARB Eligible,Pocosin Lakes National Wildlife Refuge,NORTH CAROLINA,US,Clean Water and Sanitation;Climate Action;Life on Land,,,View,,
ACR222,,"Ducks Unlimited, Inc.",Prairie Pothole Avoided Conversion of Grasslands and Shrublands,Ruby Canyon Environment,Agricultural Land Management,Registered,Not ARB Eligible,Missouri Coteau,NORTH DAKOTA,US,Clean Water and Sanitation;Climate Action;Life on Land,,81917.0,View,,
ACR414,,"3Degrees Group, Inc.",Quimby Island/Western Delta Wetlands Restoration,,Wetland Restoration,Canceled,Not ARB Eligible,Contra Costa County,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,,View,,
ACR541,,"Universal Environmental Services, LLC",Re-Refining of Used Lubricant Oil,"Aster Global Environmental Solutions, Inc.",Industrial Process Emissions,Listed,Not ARB Eligible,"411 Dividend Drive, Peachtree City, GA 30269",GEORGIA,US,"Industry, Innovation and Infrastructure;Climate Action",,,View,www.theuesrefinery.com,
ACR382,,"Environmental Management of KC, LLC",Re-Refining of Used Transformer Oil,"First Environment, Inc.",Industrial Process Emissions,Registered,Not ARB Eligible,"Kansas City, KS",KANSAS,US,"Industry, Innovation and Infrastructure;Climate Action",,67470.0,View,http://www.emiofkc.com/,
ACR216,,Sustainable Carbon - Projetos Ambientais Ltda.,Renewable Energy Project in the State of Ceará,,Fuel Switching,Canceled,Not ARB Eligible,"Municipalities of Aracati, Aquiraz, Caucaia, Crato, Itapipoca, and Milagres",State of Ceará,BR,Clean Water and Sanitation;Affordable and Clean Energy;Climate Action;Life on Land,,,View,,
ACR261,,"US Magnesium, LLC",Replacement of SF6 as a Cover Gas at US Magnesium,SCS Global Services (Scientific Certification Systems),Industrial Process Emissions,Registered,Not ARB Eligible,"60 miles west of Salt Lake City, UT",UTAH,US,"Industry, Innovation and Infrastructure;Climate Action",,152040.0,View,,
ACR364,,Restore the Earth Foundation,Restoration of Coastal Wetland Forest in Louisiana,"Environmental Services, Inc.",Wetland Restoration,Canceled,Not ARB Eligible,Pointe aux Chenes Louisiana,LOUISIANA,US,Clean Water and Sanitation;Climate Action;Life on Land,,,View,www.restoretheearth.org,
ACR410,,California Department of Water Resources,Restoring Wetlands on California Department of Water Resources-Owned Areas of Twitchell and Sherman Islands,SCS Global Services (Scientific Certification Systems),Wetland Restoration,Registered,Not ARB Eligible,Western Sacramento San-Joaquin Detla,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,59552.0,View,na,
ACR122,,Biogas Energy Solutions,Romeoville LFG to Energy,ERT,Landfill Gas Capture & Combustion,Completed,Not ARB Eligible,Romeoville,ILLINOIS,US,,,52496.0,View,,
ACR283,CALS5223,"Camco Offsets I, LLC",Rosendale Anaerobic Digester,"Agri-Waste Technology, Inc.",Livestock Waste Management,,Transferred,Pickett,WISCONSIN,US,"Zero Hunger;Industry, Innovation and Infrastructure;Climate Action",,94701.0,View,,
ACR173,,Round Valley Indian Tribes,Round Valley Indian Tribes Improved Forest Management Project,Ruby Canyon Environment,Forest Carbon,,Listed - Active ARB Project,Mendocino County,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,597657.0,View,,
ACR196,CAOD5027,"RapRec Refrigerants, Inc.",RR ACR 2013,"First Environment of California, Inc.",Ozone Depleting Substances,,ARB Completed,Bowling Green,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,56124.0,View,www.raprec.com,
ACR208,CAOD5056,"RapRec Refrigerants, Inc.",RR ACR 2014,"First Environment of California, Inc.",Ozone Depleting Substances,,ARB Completed,Bowling Green,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,315794.0,View,www.raprec.com,
ACR227,,"RapRec Refrigerants, Inc.",RR ACR 2014 756,"First Environment of California, Inc.",Ozone Depleting Substances,,ARB Terminated,Bowling Green,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,,View,www.raprec.com,
ACR228,,"RapRec Refrigerants, Inc.",RR ACR 2014 758,"First Environment of California, Inc.",Ozone Depleting Substances,,ARB Terminated,Bowling Green,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,,View,www.raprec.com,
ACR229,,"RapRec Refrigerants, Inc.",RR ACR 2014 768,"First Environment of California, Inc.",Ozone Depleting Substances,,ARB Terminated,Bowling Green,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,,View,www.raprec.com,
ACR123,,Anadarko,Salt Creek Geo-Seq,ICF International,Carbon Capture & Storage (CCS),Completed,Not ARB Eligible,"Salt Creek Field, Natrona Co.",WYOMING,US,,,7675073.0,View,,
ACR108,,National Forest Foundation,San Juan National Forest Carbon Demonstration Project,,Forest Carbon,Canceled,Not ARB Eligible,"Columbine Ranger District, 20 Miles North of Bayfield, CO",COLORADO,US,Clean Water and Sanitation;Climate Action;Life on Land,,,View,,
ACR197,,National Forest Foundation,San Juan National Forest Carbon Demonstration Project (II),SCS Global Services (Scientific Certification Systems),Forest Carbon,Listed,Not ARB Eligible,San Juan National Forest,COLORADO,US,Clean Water and Sanitation;Climate Action;Life on Land,,,View,http://www.nationalforests.org/conserve/carbon/carboncapitalfund,
ACR224,,SANTOS ENERGIA PARTICIPAÇÕES S.A.,"SANTOS ENERGIA WIND POWER COMPLEX: SANTO ANTÔNIO DE PÁDUA, SÃO CRISTÓVÃO AND SÃO JORGE",,Renewable Energy,Listed,Not ARB Eligible,Trairí,Ceará,BR,Affordable and Clean Energy;Sustainable Cities and Communities;Climate Action,,344550.0,View,http://www.santosenergia.com.br/,
ACR217,,Sustainable Carbon - Projetos Ambientais Ltda.,São Luís Renewable Energy Project,,Fuel Switching,Canceled,Not ARB Eligible,"Municipalities of Bacabeira, Itapecuru Mirim, Matinha, Rosário, Santa Luzia, and São Luís",State of Maranhão,BR,Clean Water and Sanitation;Affordable and Clean Energy;Climate Action;Life on Land,,,View,,
ACR124,,Blue Source,Schneider Anti-Idling,Ruby Canyon Environment,Transport / Fleet Efficiency,Completed,Not ARB Eligible,,WISCONSIN,US,,,42916.0,View,,
ACR125,,E+Co,SEESA Solar Electrification,ERT,Renewable Energy,Completed,Not ARB Eligible,El Salvador,,SV,,,169.0,View,,
ACR126,,Seneca Meadows,Seneca Meadows LFG,"First Environment, Inc.",Landfill Gas Capture & Combustion,Registered,Not ARB Eligible,Waterloo,NEW YORK,US,"Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action",,2470626.0,View,,
ACR218,,Sustainable Carbon - Projetos Ambientais Ltda.,Seridó Renewable Energy Project,,Fuel Switching,Canceled,Not ARB Eligible,"Seridó region, located in the northeast of Brazil",States of Paraíba and Rio Grande do Norte,BR,Clean Water and Sanitation;Affordable and Clean Energy;Climate Action;Life on Land,,,View,,
ACR166,,"Roth Investments, LLC",Si-Ellen Farms and White Clover Dairy,Ruby Canyon Environment,Livestock Waste Management,Listed,Not ARB Eligible,"Jerome, ID",IDAHO,US,"Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action",,,View,,
ACR494,,334,SIG - Koda Biomass Energy,SCS Global Services (Scientific Certification Systems),Fuel Switching,Listed,Not ARB Eligible,Shakopee,MINNESOTA,US,"Affordable and Clean Energy;Industry, Innovation and Infrastructure;Climate Action",,,View,,
ACR116,,Societe VERAMA,Societe VERAMA Madagascar Afforestation Project,,Forest Carbon,Inactive,Not ARB Eligible,Masiloka Peninsula,Antonibe,MG,Clean Water and Sanitation;Climate Action;Life on Land,,,View,,
ACR409,,"Grupo Ecológico Sierra Gorda, I.A.P.",Soil Carbon,,Agricultural Land Management,Canceled,Not ARB Eligible,Various,CHIHUAHUA,MX,Zero Hunger;Climate Action,,,View,www.sierragorda.net,
ACR591,,"1st Climate Solutions DBA Brian R. Anderson, Inc.",Spray Foam Alpha,"First Environment, Inc.",Industrial Process Emissions,Registered,Not ARB Eligible,Mesa,ARIZONA,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,57243.0,View,,
ACR568,,"1st Climate Solutions DBA Brian R. Anderson, Inc.",Spray Foam Omega 2,"First Environment, Inc.",Industrial Process Emissions,Registered,Not ARB Eligible,"Arlington, Texas and Boisbriand, Quebec",TEXAS,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,208325.0,View,,
ACR323,CALS5323,"3Degrees Group, Inc.",Statz B Farm Anaerobic Digester,,Livestock Waste Management,,Listed - Active ARB Project,5707 County Road Vv,WISCONSIN,US,"Zero Hunger;Industry, Innovation and Infrastructure;Climate Action",,35235.0,View,,
ACR322,CALS5322,"3Degrees Group, Inc.",Statz Bros. Home Farm Anaerobic Digester,,Livestock Waste Management,,Listed - Active ARB Project,Sun Prairie,WISCONSIN,US,"Zero Hunger;Industry, Innovation and Infrastructure;Climate Action",,20122.0,View,,
ACR411,,"Steuben County DPW, Solid Waste Division",Steuben County Bath Landfill GHG Offset Project,"First Environment, Inc.",Landfill Gas Capture & Combustion,Registered,Not ARB Eligible,"The project is located in a rural area on 5642 Turnpike Road in the Town of Bath, New York in Steuben County.",NEW YORK,US,"Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action",,86690.0,View,www.steubencony.org,
ACR127,,Environmental Capital LLC,Steuben County DPW LFG,"First Environment, Inc.",Landfill Gas Capture & Combustion,Completed,Not ARB Eligible,Bath,NEW YORK,US,,,129180.0,View,,
ACR187,,"W. M. Beaty & Associates, Inc.",Storrie Fire Reforestation,,Forest Carbon,Inactive,Proposed Early Action,Chester,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,,View,www.wmbeaty.com,
ACR245,CAFR5187,"W. M. Beaty & Associates, Inc.",Storrie Fire Reforestation Compliance Project,Ruby Canyon Environment,Forest Carbon,,Listed - Active Registry Project,Chester,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,,View,www.wmbeaty.com,
ACR128,,Biogas Energy Solutions,Streator LFG to Energy,ERT,Landfill Gas Capture & Combustion,Completed,Not ARB Eligible,Streator,ILLINOIS,US,,,47150.0,View,,
ACR235,CALS5135,"Camco Offsets I, LLC","Synergy Biogas, LLC","Agri-Waste Technology, Inc.",Livestock Waste Management,,Listed - Active ARB Project,Wyoming,NEW YORK,US,"Zero Hunger;Industry, Innovation and Infrastructure;Climate Action",,34478.0,View,,
ACR129,,E+Co,Tecnosol Solar Electrification,ERT,Renewable Energy,Completed,Not ARB Eligible,Nicaragua,,NI,,,3913.0,View,,
ACR579,,The University of Tennessee,Tennessee Nature Conservance/UT AgResearch Working Woodlands Project,"Aster Global Environmental Solutions, Inc.",Forest Carbon,Listed,Not ARB Eligible,"Anderson, Franklin, Morgan, Scott",TENNESSEE,US,Clean Water and Sanitation;Climate Action;Life on Land,,,View,,
ACR306,CAFR5256,Maine Audubon,The Audubon Borestone Mountain Carbon Project,,Forest Carbon,,Listed - Proposed Project,Elliotsville,MAINE,US,Clean Water and Sanitation;Climate Action;Life on Land,,,View,,
ACR308,CAFR5258,"Bridgestone Americas, Inc.",The Bridgestone Chestnut Mountain Carbon Project,,Forest Carbon,,ARB Inactive,White County,TENNESSEE,US,Clean Water and Sanitation;Climate Action;Life on Land,,,View,,
ACR309,CAFR5259,Caulk Island Land & Timber Co.,The Caulk Island Forest Carbon Project,,Forest Carbon,,Listed - Proposed Project,Desha County,ARKANSAS,US,Clean Water and Sanitation;Climate Action;Life on Land,,,View,,
ACR232,CALS5107,"Camco Offsets I, LLC",The Dry Creek Dairy Biofactory Project,Dillon Consulting Limited,Livestock Waste Management,,Listed - Active ARB Project,Hansen,IDAHO,US,"Zero Hunger;Industry, Innovation and Infrastructure;Climate Action",,298204.0,View,,
ACR618,,302,The Forestland Group Apalachicola Improved Forest Management Project,,Forest Carbon,Listed,Not ARB Eligible,"Blountstown, FL",FLORIDA,US,Clean Water and Sanitation;Climate Action;Life on Land,,,View,,
ACR613,,302,The Forestland Group Piney Improved Forest Management Project,,Forest Carbon,Listed,Not ARB Eligible,Beckley,WEST VIRGINIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,,View,,
ACR427,,The Nature Conservancy,The Nature Conservancy - Upper St. John Forest IFM Project,"S&A Carbon, LLC",Forest Carbon,,Listed - Active ARB Project,Somerset and Aroostook Counties,MAINE,US,Clean Water and Sanitation;Climate Action;Life on Land,,1633356.0,View,,
ACR441,,The Nature Conservancy,TNC-Chestnut Mountain Improved Forest Management Project,"Aster Global Environmental Solutions, Inc.",Forest Carbon,Registered,Not ARB Eligible,White County,TENNESSEE,US,Clean Water and Sanitation;Climate Action;Life on Land,,298370.0,View,https://www.nature.org/en-us/about-us/where-we-work/united-states/tennessee/stories-in-tennessee/chestnut-mountain-a-gift-for-all-of-tennessee/,
ACR597,,"Tradewater, LLC",Tradewater Halon,Ruby Canyon Environment,Ozone Depleting Substances,Completed,Not ARB Eligible,East Liverpool,ILLINOIS,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,3384.0,View,,
ACR564,,"Tradewater, LLC",Tradewater HFC Reclamation,Ruby Canyon Environment,Industrial Process Emissions,Completed,Not ARB Eligible,Chicago,ILLINOIS,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,7313.0,View,Tradewater.us,
ACR350,CAOD5350,"Tradewater, LLC",Tradewater ODS 1,Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,"El Dorado, AR",ARKANSAS,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,116741.0,View,,
ACR401,CAOD5401,"Tradewater, LLC",Tradewater ODS 10,"SES, Inc.",Ozone Depleting Substances,,ARB Completed,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,137262.0,View,,
ACR404,CAOD5404,"Tradewater, LLC",Tradewater ODS 11,"SES, Inc.",Ozone Depleting Substances,,ARB Completed,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,118326.0,View,,
ACR419,CAOD5419,"Tradewater, LLC",Tradewater ODS 12,"SES, Inc.",Ozone Depleting Substances,,ARB Completed,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,132126.0,View,,
ACR426,CAOD5426,"Tradewater, LLC",Tradewater ODS 13,Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,140145.0,View,,
ACR429,CAOD5429,"Tradewater, LLC",Tradewater ODS 14,Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,141087.0,View,,
ACR431,CAOD5431,"Tradewater, LLC",Tradewater ODS 15,Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,52322.0,View,,
ACR433,CAOD5433,"Tradewater, LLC",Tradewater ODS 16,"SES, Inc.",Ozone Depleting Substances,,ARB Completed,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,148592.0,View,,
ACR435,CAOD5435,"Tradewater, LLC",Tradewater ODS 17,"SES, Inc.",Ozone Depleting Substances,,ARB Completed,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,105029.0,View,,
ACR436,CAOD5436,"Tradewater, LLC",Tradewater ODS 18,"SES, Inc.",Ozone Depleting Substances,,ARB Completed,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,96146.0,View,,
ACR461,CAOD5461,"Tradewater, LLC",Tradewater ODS 19,"SES, Inc.",Ozone Depleting Substances,,ARB Completed,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,85284.0,View,,
ACR468,CAOD5468,"Tradewater, LLC",Tradewater ODS 20,"SES, Inc.",Ozone Depleting Substances,,ARB Completed,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,83032.0,View,,
ACR471,CAOD5471,"Tradewater, LLC",Tradewater ODS 21,"SES, Inc.",Ozone Depleting Substances,,ARB Completed,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,35887.0,View,,
ACR472,CAOD5472,"Tradewater, LLC",Tradewater ODS 22,Ruby Canyon Environment,Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,83594.0,View,,
ACR482,CAOD5482,"Tradewater, LLC",Tradewater ODS 23,Ruby Canyon Environment,Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,101230.0,View,,
ACR488,CAOD5488,"Tradewater, LLC",Tradewater ODS 24,Ruby Canyon Environment,Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,83226.0,View,,
ACR492,CAOD5492,"Tradewater, LLC",Tradewater ODS 25,"SES, Inc.",Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,84831.0,View,,
ACR495,CAOD5495,"Tradewater, LLC",Tradewater ODS 26,"SES, Inc.",Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,84842.0,View,,
ACR500,CAOD5500,"Tradewater, LLC",Tradewater ODS 27,"SES, Inc.",Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,106355.0,View,,
ACR517,CAOD5517,"Tradewater, LLC",Tradewater ODS 28,"SES, Inc.",Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,129697.0,View,,
ACR520,CAOD5520,"Tradewater, LLC",Tradewater ODS 29,"SES, Inc.",Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,79438.0,View,,
ACR359,CAOD5359,"Tradewater, LLC",Tradewater ODS 3,Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,El Dorado,ARKANSAS,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,97813.0,View,,
ACR532,CAOD5532,"Tradewater, LLC",Tradewater ODS 30,"SES, Inc.",Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,108679.0,View,,
ACR536,CAOD5536,"Tradewater, LLC",Tradewater ODS 31,Ruby Canyon Environment,Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,89898.0,View,,
ACR543,CAOD5543,"Tradewater, LLC",Tradewater ODS 32,Ruby Canyon Environment,Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,71885.0,View,,
ACR547,CAOD5547,"Tradewater, LLC",Tradewater ODS 33,Ruby Canyon Environment,Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,56697.0,View,,
ACR561,CAOD5561,"Tradewater, LLC",Tradewater ODS 34,"SES, Inc.",Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,101273.0,View,,
ACR577,CAOD5577,"Tradewater, LLC",Tradewater ODS 35,"SES, Inc.",Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,80326.0,View,,
ACR615,CAOD5615,"Tradewater, LLC",Tradewater ODS 35a,"SES, Inc.",Ozone Depleting Substances,,ARB Inactive,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,,View,,
ACR589,CAOD5589,"Tradewater, LLC",Tradewater ODS 36,"SES, Inc.",Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,133145.0,View,,
ACR608,CAOD5608,"Tradewater, LLC",Tradewater ODS 37,"SES, Inc.",Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,100810.0,View,,
ACR625,,"Tradewater, LLC",Tradewater ODS 38,"SES, Inc.",Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,136658.0,View,,
ACR627,CAOD5627,"Tradewater, LLC",Tradewater ODS 39,"SES, Inc.",Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,4520.0,View,,
ACR363,CAOD5363,"Tradewater, LLC",Tradewater ODS 4,Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,"El Dorado, AR",ILLINOIS,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,91819.0,View,,
ACR636,,"Tradewater, LLC",Tradewater ODS 40,"GHD Services, Inc.",Ozone Depleting Substances,,Listed - Proposed Project,East Liverpool,ILLINOIS,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,,View,,
ACR645,,"Tradewater, LLC",Tradewater ODS 41,"GHD Services, Inc.",Ozone Depleting Substances,,Listed - Proposed Project,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,,View,,
ACR370,CAOD5370,"Tradewater, LLC",Tradewater ODS 5,Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,El Dorado,ARKANSAS,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,121455.0,View,,
ACR379,CAOD5379,"Tradewater, LLC",Tradewater ODS 6,Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,El Dorado,ARKANSAS,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,120918.0,View,,
ACR383,CAOD5383,"Tradewater, LLC",Tradewater ODS 7,"SES, Inc.",Ozone Depleting Substances,,ARB Completed,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,138972.0,View,,
ACR385,CAOD5385,"Tradewater, LLC",Tradewater ODS 8,"SES, Inc.",Ozone Depleting Substances,,ARB Completed,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,138331.0,View,,
ACR387,CAOD5387,"Tradewater, LLC",Tradewater ODS 9,"SES, Inc.",Ozone Depleting Substances,,ARB Completed,"East Liverpool, OH",OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,129854.0,View,,
ACR354,CAOD5354,"Tradewater, LLC",Tradewater ODS2,Ruby Canyon Environment,Ozone Depleting Substances,,ARB Completed,El Dorado,ARKANSAS,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",,103357.0,View,,
ACR223,,253,Transformer Oil Reclamation Project,Ruby Canyon Environment,Industrial Process Emissions,Registered,Not ARB Eligible,"2021 Steinway Blvd S.E, Canton, OH",OHIO,US,"Industry, Innovation and Infrastructure;Climate Action",,338531.0,View,www.hydrodec.com,
ACR130,,IdleAir,"Truck Stop Electrification, Alabama",Ruby Canyon Environment,Transport / Fleet Efficiency,Registered,Not ARB Eligible,Alabama,ALABAMA,US,,,8356.0,View,,
ACR131,,IdleAir,"Truck Stop Electrification, Arizona",Ruby Canyon Environment,Transport / Fleet Efficiency,Registered,Not ARB Eligible,Arizona,ARIZONA,US,,,11104.0,View,,
ACR132,,IdleAir,"Truck Stop Electrification, Arkansas",Ruby Canyon Environment,Transport / Fleet Efficiency,Registered,Not ARB Eligible,Arkansas,ARKANSAS,US,,,28069.0,View,,
ACR188,,IdleAir,"Truck Stop Electrification, BEF",Ruby Canyon Environment,Transport / Fleet Efficiency,Registered,Not ARB Eligible,Various,TENNESSEE,US,"Good Health and Well-Being;Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action",,23057.0,View,,
ACR133,,IdleAir,"Truck Stop Electrification, California",Ruby Canyon Environment,Transport / Fleet Efficiency,Registered,Not ARB Eligible,California,CALIFORNIA,US,,,21943.0,View,,
ACR134,,IdleAir,"Truck Stop Electrification, Colorado",Ruby Canyon Environment,Transport / Fleet Efficiency,Registered,Not ARB Eligible,Colorado,COLORADO,US,,,3671.0,View,,
ACR135,,IdleAir,"Truck Stop Electrification, Florida",Ruby Canyon Environment,Transport / Fleet Efficiency,Registered,Not ARB Eligible,Florida,FLORIDA,US,,,7348.0,View,,
ACR136,,IdleAir,"Truck Stop Electrification, Georgia",Ruby Canyon Environment,Transport / Fleet Efficiency,Registered,Not ARB Eligible,Georgia,GEORGIA,US,,,22220.0,View,,
ACR137,,IdleAir,"Truck Stop Electrification, Illinois",Ruby Canyon Environment,Transport / Fleet Efficiency,Registered,Not ARB Eligible,Illinois,ILLINOIS,US,,,20531.0,View,,
ACR138,,IdleAir,"Truck Stop Electrification, Indiana",Ruby Canyon Environment,Transport / Fleet Efficiency,Registered,Not ARB Eligible,Indiana,INDIANA,US,,,12150.0,View,,
ACR139,,IdleAir,"Truck Stop Electrification, Kentucky",Ruby Canyon Environment,Transport / Fleet Efficiency,Registered,Not ARB Eligible,Kentucky,KENTUCKY,US,,,4075.0,View,,
